,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score
377,"['Genres: Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #8648'],"['Score: 6.821 (scored by 1,918 users)']"
378,"['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Sundays at 22:30 (JST)'],['Licensors: Funimation'],['Favorites: 92'],['Popularity: #3422'],"['Score: 6.821 (scored by 12,573 users)']"
379,"['Genres: Comedy, Fantasy, Ecchi']",[],['Licensors: Sentai Filmworks'],['Favorites: 19'],['Popularity: #3141'],"['Score: 6.821 (scored by 19,247 users)']"
380,"['Genres: Adventure, Drama, Fantasy, Romance']",[],"['Licensors: Media Blasters, Geneon Entertainment USA']",['Favorites: 40'],['Popularity: #4753'],"['Score: 6.831 (scored by 8,857 users)']"
381,"['Genres: Comedy, Sci-Fi']",[],"['Licensors: Nozomi Entertainment, Bandai Entertainment']",['Favorites: 2'],['Popularity: #9885'],['Score: 6.821 (scored by 878 users)']
382,[],[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #7977'],"['Score: 6.821 (scored by 1,320 users)']"
383,[],[],"['Licensors: None found, add some']",['Favorites: 20'],['Popularity: #3585'],"['Score: 6.821 (scored by 14,512 users)']"
384,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #10094'],['Score: 6.821 (scored by 773 users)']
385,"['Genres: Action, Boys Love, Drama, Romance, Supernatural']",[],['Licensors: Media Blasters'],['Favorites: 27'],['Popularity: #5796'],"['Score: 6.821 (scored by 3,981 users)']"
386,"['Genres: Comedy, Romance, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #3745'],"['Score: 6.821 (scored by 15,303 users)']"
387,"['Genres: Comedy, Romance, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 8'],['Popularity: #4646'],"['Score: 6.821 (scored by 9,852 users)']"
388,[],['Broadcast: Saturdays at 22:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 245'],['Popularity: #2491'],"['Score: 6.831 (scored by 9,377 users)']"
389,"['Genres: Action, Fantasy, Supernatural']",[],['Licensors: Funimation'],['Favorites: 30'],['Popularity: #3251'],"['Score: 6.821 (scored by 17,736 users)']"
390,"['Genres: Adventure, Drama, Fantasy, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #9694'],['Score: 6.821 (scored by 526 users)']
391,"['Genres: Action, Fantasy, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #8080'],"['Score: 6.831 (scored by 2,438 users)']"
392,"['Genres: Fantasy, Ecchi']",['Broadcast: Tuesdays at 22:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,686']",['Popularity: #956'],"['Score: 6.821 (scored by 82,807 users)']"
393,[],[],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #5012'],"['Score: 6.821 (scored by 6,308 users)']"
394,"['Genres: Action, Adventure, Comedy, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #12129'],['Score: 6.821 (scored by 321 users)']
395,[],['Broadcast: Saturdays at 01:55 (JST)'],"['Licensors: None found, add some']",['Favorites: 46'],['Popularity: #4807'],"['Score: 6.821 (scored by 6,275 users)']"
396,"['Genres: Action, Supernatural']",['Broadcast: Saturdays at 21:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 452'],['Popularity: #1097'],"['Score: 6.821 (scored by 60,001 users)']"
397,[],[],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #9660'],"['Score: 6.821 (scored by 1,559 users)']"
398,"['Genres: Action, Adventure, Fantasy']",['Broadcast: Sundays at 09:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #11131'],['Score: 6.831 (scored by 369 users)']
399,[],[],"['Licensors: None found, add some']",['Favorites: 7'],['Popularity: #11106'],['Score: 6.821 (scored by 353 users)']
400,"['Genres: Action, Adventure, Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #5304'],"['Score: 6.821 (scored by 5,339 users)']"
401,"['Genres: Fantasy, Slice of Life']",['Broadcast: Sundays at 08:30 (JST)'],['Licensors: Saban Entertainment'],['Favorites: 8'],['Popularity: #9590'],['Score: 6.821 (scored by 777 users)']
402,"['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #8024'],"['Score: 6.821 (scored by 1,832 users)']"
403,"['Genres: Action, Drama']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #12112'],['Score: 6.821 (scored by 191 users)']
404,"['Genres: Comedy, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 7'],['Popularity: #3762'],"['Score: 6.821 (scored by 16,694 users)']"
405,[],[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #12092'],['Score: 6.821 (scored by 577 users)']
406,"['Genres: Adventure, Comedy, Romance']",['Broadcast: Thursdays at 18:00 (JST)'],"['Licensors: Media Blasters, NYAV Post']",['Favorites: 16'],['Popularity: #7072'],"['Score: 6.821 (scored by 1,564 users)']"
407,"['Genres: Action, Fantasy, Romance, Ecchi']",['Broadcast: Saturdays at 01:40 (JST)'],"['Licensors: Funimation, Crunchyroll']",['Favorites: 555'],['Popularity: #542'],"['Score: 6.821 (scored by 208,383 users)']"
408,"['Genres: Action, Fantasy, Sci-Fi']",[],['Licensors: Manga Entertainment'],['Favorites: 38'],['Popularity: #4019'],"['Score: 6.821 (scored by 12,350 users)']"
409,"['Genres: Action, Fantasy, Romance, Ecchi']",['Broadcast: Thursdays at 01:05 (JST)'],['Licensors: Discotek Media'],['Favorites: 466'],['Popularity: #720'],"['Score: 6.821 (scored by 142,312 users)']"
410,"['Genres: Comedy, Romance, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #6961'],"['Score: 6.821 (scored by 2,398 users)']"
411,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 7'],['Popularity: #6965'],"['Score: 6.811 (scored by 2,077 users)']"
412,"['Genres: Adventure, Comedy, Drama']",['Broadcast: Unknown'],['Licensors: Saban Entertainment'],['Favorites: 18'],['Popularity: #9161'],"['Score: 6.811 (scored by 1,638 users)']"
413,"['Genres: Action, Comedy']",[],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #5297'],"['Score: 6.811 (scored by 6,543 users)']"
414,"['Genres: Adventure, Comedy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #11629'],['Score: 6.811 (scored by 399 users)']
415,"['Genres: Adventure, Comedy, Mystery']",['Broadcast: Saturdays at 18:10 (JST)'],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #10673'],['Score: 6.811 (scored by 650 users)']
416,"['Genres: Comedy, Fantasy, Romance']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 116'],['Popularity: #3356'],"['Score: 6.811 (scored by 14,738 users)']"
417,"['Genres: Action, Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #3765'],"['Score: 6.811 (scored by 13,924 users)']"
418,"['Genres: Comedy, Fantasy']",[],"['Licensors: 4Kids Entertainment, Warner Bros. Pictures']",['Favorites: 16'],['Popularity: #3484'],"['Score: 6.811 (scored by 20,101 users)']"
419,[],[],['Licensors: Sentai Filmworks'],['Favorites: 39'],['Popularity: #2114'],"['Score: 6.811 (scored by 45,532 users)']"
420,"['Genres: Adventure, Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 55'],['Popularity: #4669'],"['Score: 6.811 (scored by 4,582 users)']"
421,[],[],"['Licensors: None found, add some']",['Favorites: 49'],['Popularity: #6622'],"['Score: 6.811 (scored by 2,229 users)']"
422,[],[],"['Licensors: None found, add some']",['Favorites: 32'],['Popularity: #6842'],['Score: 6.811 (scored by 992 users)']
423,"['Genres: Action, Adventure, Fantasy']",['Broadcast: Saturdays at 00:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 641'],['Popularity: #1467'],"['Score: 6.811 (scored by 46,582 users)']"
424,[],[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #6905'],"['Score: 6.811 (scored by 2,984 users)']"
425,"['Genres: Action, Sci-Fi']",['Broadcast: Fridays at 22:00 (JST)'],['Licensors: Funimation'],['Favorites: 811'],['Popularity: #911'],"['Score: 6.811 (scored by 93,411 users)']"
426,[],[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #8893'],"['Score: 6.811 (scored by 1,339 users)']"
427,"['Genres: Drama, Fantasy']",['Broadcast: Saturdays at 00:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 604'],['Popularity: #1430'],"['Score: 6.811 (scored by 65,041 users)']"
428,[],[],['Licensors: Funimation'],['Favorites: 10'],['Popularity: #5998'],"['Score: 6.811 (scored by 2,929 users)']"
429,"['Genres: Drama, Sports']",[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #10053'],['Score: 6.811 (scored by 733 users)']
430,"['Genres: Adventure, Romance']",['Broadcast: Saturdays at 19:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #7830'],"['Score: 6.811 (scored by 2,658 users)']"
431,[],[],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #6223'],"['Score: 6.811 (scored by 2,955 users)']"
432,"['Genres: Action, Drama']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Discotek Media'],"['Favorites: 2,163']",['Popularity: #615'],"['Score: 6.811 (scored by 171,209 users)']"
433,[],[],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #11394'],['Score: 6.811 (scored by 603 users)']
434,[],[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #7815'],"['Score: 6.811 (scored by 2,378 users)']"
435,[],['Broadcast: Saturdays at 01:55 (JST)'],"['Licensors: None found, add some']",['Favorites: 145'],['Popularity: #4138'],"['Score: 6.811 (scored by 6,713 users)']"
436,"['Genres: Action, Romance, Sci-Fi']",[],['Licensors: Funimation'],['Favorites: 3'],['Popularity: #6075'],"['Score: 6.811 (scored by 4,198 users)']"
437,"['Genres: Comedy, Drama, Romance, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 179'],['Popularity: #1757'],"['Score: 6.811 (scored by 56,583 users)']"
438,"['Genres: Action, Comedy, Fantasy']",['Broadcast: Thursdays at 23:00 (JST)'],['Licensors: Ponycan USA'],['Favorites: 135'],['Popularity: #2183'],"['Score: 6.811 (scored by 27,365 users)']"
439,"['Genres: Action, Drama, Romance, Sci-Fi, Ecchi']",['Broadcast: Saturdays at 09:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,116']",['Popularity: #683'],"['Score: 6.811 (scored by 167,794 users)']"
440,[],[],['Licensors: Central Park Media'],['Favorites: 45'],['Popularity: #4703'],"['Score: 6.811 (scored by 9,222 users)']"
441,[],[],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #11311'],['Score: 6.811 (scored by 860 users)']
442,"['Genres: Action, Sci-Fi']",['Broadcast: Thursdays at 18:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 76'],['Popularity: #3253'],"['Score: 6.811 (scored by 15,439 users)']"
443,"['Genres: Action, Sci-Fi']",['Broadcast: Saturdays at 00:00 (JST)'],['Licensors: Aniplex of America'],['Favorites: 658'],['Popularity: #2658'],"['Score: 6.811 (scored by 18,099 users)']"
444,[],[],['Licensors: Sentai Filmworks'],['Favorites: 8'],['Popularity: #4410'],"['Score: 6.811 (scored by 8,582 users)']"
445,[],[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #13755'],['Score: 6.811 (scored by 305 users)']
446,"['Genres: Action, Sci-Fi, Slice of Life']",['Broadcast: Fridays at 00:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 202'],['Popularity: #2845'],"['Score: 6.791 (scored by 1,774 users)']"
447,[],[],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #14645'],['Score: 6.811 (scored by 274 users)']
448,"['Genres: Drama, Girls Love, Romance, Supernatural']",['Broadcast: Saturdays at 00:30 (JST)'],"['Licensors: Sentai Filmworks, Geneon Entertainment USA']",['Favorites: 700'],['Popularity: #2381'],"['Score: 6.811 (scored by 29,392 users)']"
449,[],[],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #13006'],['Score: 6.811 (scored by 481 users)']
450,"['Genres: Action, Adventure, Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #10679'],['Score: 6.811 (scored by 617 users)']
451,"['Genres: Adventure, Romance, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 32'],['Popularity: #4573'],"['Score: 6.811 (scored by 7,104 users)']"
452,"['Genres: Comedy, Romance, Sci-Fi']",[],['Licensors: ADV Films'],['Favorites: 1'],['Popularity: #8709'],"['Score: 6.811 (scored by 1,554 users)']"
453,"['Genres: Drama, Fantasy, Mystery, Romance, Supernatural']",[],"['Licensors: Funimation, Geneon Entertainment USA']",['Favorites: 5'],['Popularity: #5372'],"['Score: 6.801 (scored by 5,981 users)']"
454,"['Genres: Action, Comedy, Supernatural']",['Broadcast: Fridays at 01:29 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 233'],['Popularity: #1382'],"['Score: 6.801 (scored by 34,844 users)']"
455,"['Genres: Action, Adventure, Comedy, Supernatural']",[],"['Licensors: Funimation, Media Blasters']",['Favorites: 71'],['Popularity: #3694'],"['Score: 6.801 (scored by 14,414 users)']"
456,"['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 27'],['Popularity: #6535'],"['Score: 6.801 (scored by 2,201 users)']"
457,"['Genres: Comedy, Drama, Slice of Life']",['Broadcast: Sundays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 18'],['Popularity: #7554'],"['Score: 6.801 (scored by 3,249 users)']"
458,"['Genres: Comedy, Drama, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #5958'],"['Score: 6.801 (scored by 3,447 users)']"
459,"['Genres: Drama, Romance']",['Broadcast: Tuesdays at 02:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 65'],['Popularity: #3176'],"['Score: 6.801 (scored by 17,895 users)']"
460,"['Genres: Action, Adventure, Comedy, Mystery']",[],['Licensors: Discotek Media'],['Favorites: 3'],['Popularity: #6520'],"['Score: 6.801 (scored by 3,585 users)']"
461,[],[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #6901'],"['Score: 6.801 (scored by 2,769 users)']"
462,"['Genres: Comedy, Mystery']",['Broadcast: Tuesdays at 01:05 (JST)'],"['Licensors: None found, add some']",['Favorites: 31'],['Popularity: #6385'],"['Score: 6.811 (scored by 2,481 users)']"
463,"['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Saturdays at 07:30 (JST)'],"['Licensors: ADV Films, Discotek Media']",['Favorites: 96'],['Popularity: #3092'],"['Score: 6.801 (scored by 22,350 users)']"
464,"['Genres: Action, Comedy, Fantasy, Ecchi']",[],['Licensors: Funimation'],['Favorites: 42'],['Popularity: #2638'],"['Score: 6.801 (scored by 26,433 users)']"
465,[],[],"['Licensors: None found, add some']",['Favorites: 45'],['Popularity: #3753'],"['Score: 6.801 (scored by 10,304 users)']"
466,"['Genres: Comedy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 28'],['Popularity: #4827'],"['Score: 6.801 (scored by 6,435 users)']"
467,"['Genres: Drama, Romance']",[],"['Licensors: None found, add some']",['Favorites: 29'],['Popularity: #4777'],"['Score: 6.801 (scored by 6,419 users)']"
468,"['Genres: Adventure, Fantasy']",['Broadcast: Sundays at 19:30 (JST)'],['Licensors: Saban Entertainment'],['Favorites: 10'],['Popularity: #8175'],"['Score: 6.801 (scored by 1,917 users)']"
469,"['Genres: Comedy, Slice of Life, Supernatural']",['Broadcast: Saturdays at 01:53 (JST)'],"['Licensors: None found, add some']",['Favorites: 39'],['Popularity: #4389'],"['Score: 6.801 (scored by 9,733 users)']"
470,"['Genres: Action, Mystery']",['Broadcast: Thursdays at 21:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 154'],['Popularity: #2884'],"['Score: 6.781 (scored by 6,313 users)']"
471,"['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #7209'],"['Score: 6.801 (scored by 2,051 users)']"
472,"['Genres: Action, Adventure, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 28'],['Popularity: #10063'],['Score: 6.811 (scored by 582 users)']
473,"['Genres: Comedy, Fantasy, Ecchi']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 42'],['Popularity: #3638'],"['Score: 6.801 (scored by 11,966 users)']"
474,"['Genres: Drama, Fantasy, Romance']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 42'],['Popularity: #3643'],"['Score: 6.801 (scored by 10,384 users)']"
475,"['Genres: Comedy, Ecchi']",[],['Licensors: Funimation'],['Favorites: 30'],['Popularity: #3549'],"['Score: 6.801 (scored by 13,200 users)']"
476,"['Genres: Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #8754'],"['Score: 6.801 (scored by 1,529 users)']"
477,"['Genres: Action, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: Bandai Entertainment, Media Blasters, Bandai Visual USA']",['Favorites: 14'],['Popularity: #6568'],"['Score: 6.801 (scored by 2,875 users)']"
478,[],[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #13188'],['Score: 6.801 (scored by 305 users)']
479,[],[],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #3582'],"['Score: 6.801 (scored by 14,128 users)']"
480,"['Genres: Action, Fantasy']",['Broadcast: Fridays at 21:30 (JST)'],['Licensors: Funimation'],['Favorites: 235'],['Popularity: #2221'],"['Score: 6.801 (scored by 23,078 users)']"
481,"['Genres: Action, Drama, Romance, Sci-Fi']",['Broadcast: Not scheduled once per week'],"['Licensors: None found, add some']",['Favorites: 66'],['Popularity: #3438'],"['Score: 6.801 (scored by 15,337 users)']"
482,[],[],"['Licensors: None found, add some']",['Favorites: 45'],['Popularity: #3519'],"['Score: 6.801 (scored by 12,920 users)']"
483,[],[],['Licensors: Sentai Filmworks'],['Favorites: 30'],['Popularity: #2932'],"['Score: 6.801 (scored by 23,066 users)']"
484,"['Genres: Action, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 35'],['Popularity: #6100'],"['Score: 6.801 (scored by 5,116 users)']"
485,"['Genres: Drama, Horror, Romance, Supernatural']",[],"['Licensors: Sentai Filmworks, Geneon Entertainment USA']",['Favorites: 382'],['Popularity: #2373'],"['Score: 6.801 (scored by 27,837 users)']"
486,"['Genres: Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #8761'],"['Score: 6.801 (scored by 1,728 users)']"
487,"['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Thursdays at 01:15 (JST)'],"['Licensors: Nozomi Entertainment, Geneon Entertainment USA']",['Favorites: 8'],['Popularity: #5636'],"['Score: 6.801 (scored by 4,854 users)']"
488,"['Genres: Comedy, Sci-Fi']",[],"['Licensors: Nozomi Entertainment, Bandai Entertainment']",['Favorites: 1'],['Popularity: #9960'],['Score: 6.801 (scored by 961 users)']
489,"['Genres: Drama, Girls Love, Horror']",['Broadcast: Saturdays at 01:55 (JST)'],"['Licensors: None found, add some']","['Favorites: 2,556']",['Popularity: #780'],"['Score: 6.801 (scored by 125,962 users)']"
490,[],[],"['Licensors: None found, add some']",['Favorites: 69'],['Popularity: #4408'],"['Score: 6.801 (scored by 7,687 users)']"
491,[],[],"['Licensors: None found, add some']",['Favorites: 12'],['Popularity: #6485'],"['Score: 6.801 (scored by 3,635 users)']"
492,"['Genres: Action, Comedy, Romance']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 884'],['Popularity: #574'],"['Score: 6.801 (scored by 189,569 users)']"
493,"['Genres: Comedy, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #6705'],"['Score: 6.801 (scored by 2,223 users)']"
494,"['Genres: Action, Comedy, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #6142'],"['Score: 6.801 (scored by 4,678 users)']"
495,"['Genres: Action, Adventure']",['Broadcast: Tuesdays at 18:30 (JST)'],['Licensors: Bandai Entertainment'],['Favorites: 3'],['Popularity: #10639'],['Score: 6.801 (scored by 465 users)']
496,[],['Broadcast: Saturdays at 23:00 (JST)'],['Licensors: Aniplex of America'],['Favorites: 227'],['Popularity: #3059'],"['Score: 6.791 (scored by 15,574 users)']"
497,"['Genres: Adventure, Comedy, Sci-Fi']",['Broadcast: Tuesdays at 02:12 (JST)'],['Licensors: Funimation'],['Favorites: 230'],['Popularity: #2377'],"['Score: 6.791 (scored by 30,671 users)']"
498,"['Genres: Action, Horror, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #5866'],"['Score: 6.791 (scored by 2,463 users)']"
499,"['Genres: Action, Sci-Fi, Sports']",['Broadcast: Wednesdays at 00:56 (JST)'],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #6267'],"['Score: 6.791 (scored by 3,927 users)']"
